,Purchased,Do_Not_Call,Last_Activity,Do_Not_Email,Origin,matters_most,Current_Occupation ,about_Us,Specialization,Country,TotalVisits,Total Time Spent on Website,Page Views Per Visit
915,0.0,0.0,8.0,0.0,1.0,3.0,6.0,4.0,10.0,12.0,2.0,250,2.0
916,0.0,0.0,5.0,0.0,1.0,0.0,4.0,9.0,18.0,12.0,4.0,171,2.0
917,0.0,0.0,10.0,0.0,0.0,3.0,6.0,3.0,18.0,12.0,13.0,78,2.17
918,1.0,0.0,12.0,1.0,2.0,0.0,4.0,9.0,18.0,37.0,0.0,0,0.0
919,0.0,0.0,10.0,0.0,1.0,0.0,4.0,3.0,10.0,12.0,7.0,60,3.5
920,0.0,0.0,9.0,0.0,0.0,3.0,6.0,9.0,18.0,37.0,0.0,0,0.0
921,0.0,0.0,5.0,0.0,0.0,0.0,4.0,9.0,18.0,12.0,2.0,494,2.0
922,1.0,0.0,12.0,0.0,0.0,0.0,4.0,9.0,18.0,12.0,11.0,1551,2.75
923,1.0,0.0,5.0,0.0,0.0,0.0,4.0,9.0,18.0,12.0,2.0,1499,1.0
924,0.0,0.0,5.0,0.0,1.0,0.0,4.0,2.0,5.0,12.0,8.0,266,8.0
925,1.0,0.0,5.0,0.0,0.0,0.0,4.0,3.0,4.0,12.0,6.0,1117,6.0
926,0.0,0.0,5.0,0.0,1.0,3.0,6.0,9.0,1.0,12.0,4.0,677,4.0
927,0.0,0.0,9.0,0.0,0.0,0.0,4.0,9.0,18.0,12.0,3.0,388,1.5
928,0.0,0.0,10.0,0.0,0.0,0.0,0.0,9.0,1.0,12.0,14.0,63,2.8
929,0.0,0.0,9.0,0.0,0.0,3.0,6.0,9.0,18.0,37.0,0.0,0,0.0
930,0.0,0.0,10.0,0.0,1.0,0.0,4.0,9.0,0.0,12.0,3.0,519,3.0
931,0.0,0.0,16.0,0.0,1.0,0.0,4.0,7.0,4.0,12.0,4.0,137,4.0
932,0.0,0.0,9.0,0.0,0.0,3.0,6.0,9.0,18.0,37.0,0.0,0,0.0
933,0.0,0.0,12.0,0.0,0.0,0.0,4.0,9.0,18.0,12.0,3.0,984,3.0
934,1.0,0.0,5.0,0.0,1.0,0.0,5.0,2.0,10.0,12.0,3.0,1224,3.0
935,1.0,0.0,5.0,0.0,1.0,0.0,4.0,4.0,8.0,12.0,3.0,911,3.0
936,1.0,0.0,10.0,0.0,2.0,0.0,4.0,9.0,18.0,37.0,2.0,1582,2.0
937,0.0,0.0,5.0,0.0,1.0,0.0,4.0,9.0,4.0,12.0,9.0,942,1.8
938,1.0,0.0,3.0,0.0,1.0,3.0,6.0,9.0,4.0,12.0,5.0,1534,2.5
939,1.0,0.0,1.0,0.0,0.0,0.0,5.0,9.0,8.0,12.0,2.0,1303,2.0
940,0.0,0.0,7.0,0.0,0.0,0.0,4.0,8.0,7.0,12.0,2.0,297,2.0
941,1.0,0.0,12.0,0.0,2.0,0.0,4.0,9.0,18.0,37.0,0.0,0,0.0
942,1.0,0.0,5.0,0.0,1.0,0.0,4.0,3.0,17.0,12.0,7.0,1471,3.5
943,1.0,0.0,5.0,0.0,0.0,0.0,5.0,9.0,12.0,12.0,4.0,1048,1.33
944,1.0,0.0,5.0,0.0,1.0,0.0,4.0,3.0,0.0,12.0,4.0,610,4.0
945,0.0,0.0,1.0,0.0,0.0,0.0,4.0,9.0,10.0,12.0,3.0,415,3.0
946,0.0,0.0,12.0,0.0,1.0,3.0,6.0,9.0,14.0,12.0,3.0,560,3.0
947,1.0,0.0,7.0,0.0,1.0,0.0,4.0,7.0,4.0,12.0,2.0,1704,2.0
948,1.0,0.0,5.0,0.0,1.0,0.0,5.0,9.0,4.0,12.0,10.0,918,3.33
949,1.0,0.0,17.0,0.0,2.0,0.0,4.0,9.0,18.0,37.0,0.0,1186,0.0
950,0.0,0.0,12.0,0.0,1.0,0.0,4.0,4.0,10.0,12.0,5.0,28,2.5
951,0.0,0.0,5.0,0.0,1.0,3.0,6.0,8.0,10.0,12.0,7.0,214,7.0
952,0.0,0.0,10.0,0.0,1.0,0.0,4.0,2.0,5.0,12.0,10.0,1521,2.5
953,1.0,0.0,5.0,0.0,0.0,0.0,5.0,9.0,0.0,12.0,5.0,1418,5.0
954,1.0,0.0,5.0,0.0,1.0,0.0,5.0,9.0,7.0,12.0,2.0,1613,2.0
955,0.0,0.0,9.0,0.0,0.0,0.0,4.0,9.0,18.0,12.0,8.0,51,4.0
956,1.0,0.0,5.0,0.0,1.0,0.0,4.0,2.0,7.0,12.0,4.0,950,4.0
957,1.0,0.0,5.0,0.0,1.0,0.0,4.0,8.0,9.0,12.0,5.0,542,5.0
958,1.0,0.0,9.0,0.0,0.0,0.0,4.0,9.0,18.0,12.0,3.0,492,3.0
959,0.0,0.0,10.0,0.0,0.0,0.0,4.0,9.0,18.0,12.0,3.0,1293,3.0
960,0.0,0.0,9.0,0.0,0.0,3.0,6.0,9.0,18.0,37.0,0.0,0,0.0
961,0.0,0.0,10.0,1.0,1.0,0.0,4.0,9.0,17.0,12.0,10.0,824,10.0
962,1.0,0.0,5.0,0.0,1.0,0.0,4.0,9.0,13.0,12.0,4.0,1058,2.0
963,0.0,0.0,10.0,0.0,0.0,3.0,6.0,9.0,18.0,12.0,11.0,1166,2.2
964,1.0,0.0,5.0,0.0,1.0,0.0,5.0,9.0,6.0,12.0,4.0,1541,4.0
965,0.0,0.0,12.0,0.0,1.0,0.0,4.0,9.0,4.0,12.0,3.0,388,3.0
966,0.0,0.0,5.0,0.0,1.0,0.0,4.0,9.0,8.0,12.0,6.0,543,6.0
967,1.0,0.0,5.0,0.0,0.0,0.0,0.0,9.0,5.0,12.0,11.0,1700,11.0
968,0.0,0.0,5.0,0.0,1.0,0.0,4.0,3.0,12.0,12.0,3.0,125,3.0
969,1.0,0.0,3.0,0.0,0.0,0.0,4.0,9.0,18.0,33.0,2.0,153,2.0
970,0.0,0.0,5.0,0.0,1.0,0.0,4.0,9.0,12.0,12.0,2.0,590,2.0
971,0.0,0.0,1.0,0.0,1.0,0.0,4.0,9.0,16.0,25.0,3.0,1829,3.0
972,0.0,0.0,12.0,0.0,0.0,0.0,4.0,9.0,18.0,12.0,2.0,315,2.0
973,1.0,0.0,12.0,0.0,0.0,0.0,3.0,8.0,10.0,12.0,2.0,1134,1.0
974,0.0,0.0,12.0,0.0,1.0,0.0,4.0,9.0,17.0,12.0,8.0,186,8.0
975,1.0,0.0,10.0,0.0,1.0,0.0,4.0,4.0,11.0,12.0,4.0,1346,2.0
976,0.0,0.0,9.0,1.0,1.0,3.0,6.0,9.0,4.0,12.0,5.0,129,1.67
977,1.0,0.0,5.0,0.0,0.0,0.0,4.0,9.0,12.0,12.0,5.0,912,2.5
978,0.0,0.0,5.0,0.0,0.0,0.0,4.0,9.0,17.0,12.0,7.0,1052,7.0
979,0.0,0.0,5.0,0.0,0.0,0.0,4.0,9.0,18.0,12.0,6.0,1517,6.0
980,0.0,0.0,5.0,0.0,1.0,3.0,6.0,7.0,16.0,4.0,3.0,277,3.0
981,0.0,0.0,1.0,0.0,0.0,0.0,4.0,9.0,18.0,12.0,3.0,461,1.5
982,1.0,0.0,7.0,0.0,1.0,0.0,4.0,3.0,8.0,12.0,3.0,1995,3.0
983,1.0,0.0,3.0,0.0,2.0,0.0,4.0,9.0,6.0,37.0,0.0,0,0.0
984,0.0,0.0,12.0,0.0,1.0,0.0,4.0,9.0,12.0,12.0,3.0,183,3.0
985,1.0,0.0,5.0,0.0,0.0,0.0,4.0,9.0,18.0,12.0,4.0,1338,2.0
986,0.0,0.0,3.0,0.0,0.0,0.0,4.0,9.0,18.0,37.0,0.0,0,0.0
987,0.0,0.0,1.0,0.0,0.0,3.0,6.0,9.0,18.0,12.0,1.0,815,1.0
988,0.0,0.0,5.0,0.0,1.0,0.0,4.0,9.0,4.0,12.0,2.0,162,2.0
989,0.0,0.0,5.0,0.0,0.0,3.0,6.0,9.0,18.0,12.0,5.0,391,2.5
990,0.0,0.0,5.0,0.0,0.0,0.0,4.0,9.0,18.0,12.0,3.0,192,1.5
991,0.0,0.0,5.0,0.0,0.0,0.0,4.0,9.0,18.0,12.0,4.0,585,4.0
992,0.0,0.0,9.0,0.0,0.0,3.0,6.0,9.0,18.0,37.0,0.0,0,0.0
993,0.0,0.0,5.0,0.0,0.0,0.0,4.0,9.0,10.0,12.0,5.0,388,5.0
994,1.0,0.0,17.0,0.0,2.0,0.0,4.0,9.0,18.0,37.0,0.0,1212,0.0
995,1.0,0.0,1.0,0.0,0.0,0.0,4.0,9.0,18.0,23.0,3.0,837,3.0
996,0.0,0.0,9.0,0.0,0.0,3.0,6.0,9.0,18.0,37.0,0.0,0,0.0
997,1.0,0.0,5.0,0.0,0.0,0.0,5.0,9.0,7.0,12.0,10.0,764,10.0
998,0.0,0.0,5.0,0.0,1.0,0.0,4.0,9.0,6.0,12.0,5.0,1,5.0
999,1.0,0.0,5.0,0.0,1.0,0.0,4.0,9.0,17.0,12.0,6.0,1847,6.0
1000,1.0,0.0,12.0,0.0,1.0,0.0,4.0,9.0,1.0,33.0,3.0,954,3.0
1001,0.0,0.0,10.0,0.0,0.0,3.0,6.0,9.0,18.0,12.0,6.0,968,3.0
1002,0.0,0.0,9.0,0.0,0.0,3.0,6.0,9.0,18.0,12.0,2.0,73,1.0
1003,1.0,0.0,5.0,0.0,0.0,0.0,4.0,9.0,18.0,37.0,0.0,0,0.0
1004,0.0,0.0,1.0,0.0,0.0,0.0,4.0,9.0,12.0,12.0,1.0,275,1.0
1005,1.0,0.0,5.0,0.0,1.0,0.0,4.0,9.0,10.0,12.0,4.0,941,2.0
1006,0.0,0.0,5.0,0.0,0.0,3.0,6.0,9.0,18.0,12.0,3.0,326,3.0
1007,1.0,0.0,12.0,0.0,1.0,0.0,4.0,6.0,4.0,12.0,4.0,1758,4.0
1008,1.0,0.0,5.0,0.0,1.0,0.0,4.0,7.0,10.0,12.0,7.0,152,3.5
1009,1.0,0.0,12.0,0.0,0.0,0.0,4.0,9.0,18.0,12.0,11.0,1863,5.5
1010,1.0,0.0,14.0,1.0,1.0,0.0,4.0,9.0,4.0,12.0,8.0,1485,4.0
1011,0.0,0.0,5.0,0.0,0.0,0.0,4.0,9.0,18.0,12.0,2.0,76,1.0
1012,0.0,0.0,2.0,1.0,1.0,3.0,5.0,9.0,18.0,12.0,2.0,190,2.0
1013,0.0,0.0,12.0,0.0,0.0,0.0,4.0,9.0,18.0,12.0,4.0,487,2.0
1014,0.0,0.0,5.0,0.0,2.0,0.0,4.0,9.0,10.0,37.0,0.0,0,0.0
1015,1.0,0.0,5.0,0.0,1.0,0.0,4.0,9.0,16.0,12.0,6.0,1086,2.0
1016,0.0,0.0,12.0,0.0,1.0,0.0,4.0,8.0,0.0,12.0,3.0,328,3.0
1017,0.0,0.0,12.0,0.0,1.0,3.0,6.0,9.0,10.0,12.0,7.0,1172,3.5
1018,0.0,0.0,3.0,0.0,1.0,0.0,4.0,9.0,7.0,33.0,7.0,219,2.33
1019,0.0,0.0,5.0,0.0,1.0,0.0,5.0,9.0,18.0,12.0,8.0,220,4.0
1020,1.0,0.0,9.0,0.0,0.0,0.0,4.0,3.0,0.0,12.0,5.0,865,1.67
1021,1.0,0.0,10.0,0.0,0.0,0.0,4.0,9.0,18.0,12.0,9.0,833,9.0
1022,1.0,0.0,12.0,0.0,0.0,0.0,4.0,9.0,10.0,12.0,3.0,970,3.0
1023,0.0,0.0,5.0,0.0,1.0,0.0,4.0,3.0,4.0,12.0,15.0,317,5.0
1024,0.0,0.0,5.0,0.0,1.0,0.0,4.0,9.0,1.0,12.0,2.0,215,2.0
1025,1.0,0.0,9.0,0.0,0.0,0.0,4.0,9.0,18.0,12.0,4.0,947,2.0
1026,1.0,0.0,5.0,0.0,0.0,0.0,5.0,9.0,10.0,12.0,7.0,1212,3.5
1027,1.0,0.0,12.0,0.0,0.0,0.0,4.0,9.0,10.0,12.0,2.0,235,2.0
1028,0.0,0.0,9.0,0.0,0.0,3.0,6.0,9.0,18.0,37.0,0.0,0,0.0
1029,0.0,0.0,9.0,0.0,0.0,3.0,6.0,9.0,18.0,37.0,0.0,0,0.0
1030,1.0,0.0,12.0,0.0,1.0,0.0,4.0,3.0,10.0,12.0,7.0,1665,3.5
1031,0.0,0.0,1.0,0.0,0.0,0.0,4.0,9.0,0.0,12.0,4.0,145,4.0
1032,1.0,0.0,12.0,0.0,1.0,0.0,4.0,8.0,10.0,12.0,6.0,1377,6.0
1033,0.0,0.0,5.0,0.0,0.0,0.0,4.0,9.0,18.0,12.0,5.0,470,5.0
1034,0.0,0.0,10.0,0.0,0.0,0.0,4.0,9.0,18.0,12.0,2.0,14,2.0
1035,1.0,0.0,1.0,0.0,1.0,0.0,4.0,9.0,8.0,12.0,1.0,315,1.0
1036,0.0,0.0,5.0,0.0,0.0,0.0,4.0,9.0,18.0,12.0,4.0,92,4.0
1037,0.0,0.0,5.0,0.0,0.0,0.0,4.0,9.0,18.0,12.0,9.0,100,4.5
1038,0.0,0.0,5.0,0.0,0.0,0.0,4.0,9.0,18.0,12.0,7.0,14,3.5
1039,0.0,0.0,5.0,0.0,0.0,0.0,4.0,9.0,18.0,12.0,2.0,417,2.0
1040,0.0,0.0,5.0,0.0,1.0,3.0,6.0,3.0,4.0,12.0,4.0,14,4.0
1041,0.0,0.0,5.0,0.0,1.0,3.0,6.0,9.0,10.0,8.0,7.0,1541,3.5
1042,0.0,0.0,9.0,0.0,0.0,3.0,6.0,9.0,18.0,37.0,0.0,0,0.0
1043,1.0,0.0,5.0,0.0,0.0,0.0,4.0,9.0,18.0,37.0,0.0,0,0.0
1044,0.0,0.0,2.0,1.0,0.0,0.0,4.0,9.0,10.0,12.0,1.0,233,1.0
1045,1.0,0.0,5.0,0.0,1.0,0.0,4.0,9.0,4.0,12.0,2.0,321,2.0
1046,1.0,0.0,12.0,0.0,2.0,0.0,4.0,9.0,18.0,37.0,0.0,0,0.0
1047,0.0,0.0,5.0,0.0,1.0,0.0,4.0,9.0,9.0,12.0,4.0,61,4.0
1048,1.0,0.0,9.0,0.0,1.0,0.0,4.0,3.0,10.0,12.0,5.0,814,5.0
1049,0.0,0.0,5.0,0.0,0.0,0.0,4.0,9.0,18.0,12.0,8.0,1585,4.0
1050,1.0,0.0,5.0,0.0,1.0,0.0,4.0,3.0,16.0,12.0,2.0,1089,2.0
1051,1.0,0.0,5.0,0.0,0.0,0.0,4.0,9.0,10.0,12.0,4.0,1394,4.0
1052,1.0,0.0,5.0,0.0,1.0,0.0,4.0,8.0,4.0,12.0,3.0,1451,3.0
1053,1.0,0.0,10.0,0.0,0.0,0.0,4.0,9.0,18.0,12.0,2.0,1137,2.0
1054,0.0,0.0,9.0,0.0,0.0,0.0,4.0,9.0,18.0,28.0,5.0,320,5.0
1055,1.0,0.0,12.0,0.0,1.0,0.0,4.0,3.0,6.0,12.0,3.0,1134,3.0
1056,1.0,0.0,12.0,0.0,0.0,0.0,4.0,9.0,18.0,37.0,0.0,0,0.0
1057,0.0,0.0,2.0,1.0,0.0,0.0,4.0,9.0,18.0,37.0,0.0,0,0.0
1058,0.0,0.0,9.0,0.0,0.0,3.0,6.0,9.0,18.0,37.0,0.0,0,0.0
1059,0.0,0.0,12.0,0.0,0.0,0.0,4.0,9.0,18.0,12.0,3.0,50,3.0
1060,1.0,0.0,12.0,0.0,0.0,0.0,4.0,9.0,18.0,37.0,0.0,0,0.0
1061,1.0,0.0,12.0,0.0,2.0,0.0,4.0,9.0,18.0,37.0,0.0,0,0.0
1062,0.0,0.0,9.0,0.0,0.0,3.0,6.0,9.0,10.0,12.0,6.0,692,2.0
1063,1.0,0.0,5.0,0.0,0.0,0.0,4.0,9.0,18.0,12.0,2.0,26,1.0
1064,0.0,0.0,5.0,0.0,0.0,3.0,6.0,9.0,18.0,12.0,4.0,133,4.0
1065,0.0,0.0,2.0,1.0,0.0,0.0,4.0,9.0,18.0,12.0,7.0,876,3.5
1066,0.0,0.0,5.0,0.0,1.0,0.0,3.0,9.0,7.0,12.0,6.0,263,6.0
1067,1.0,0.0,5.0,0.0,0.0,0.0,4.0,9.0,11.0,37.0,0.0,0,0.0
1068,1.0,0.0,12.0,0.0,1.0,0.0,4.0,9.0,12.0,12.0,3.0,1826,3.0
1069,0.0,0.0,5.0,0.0,0.0,3.0,6.0,9.0,18.0,12.0,10.0,21,3.33
1070,1.0,0.0,12.0,0.0,1.0,0.0,5.0,9.0,0.0,12.0,5.0,957,5.0
1071,1.0,0.0,5.0,0.0,0.0,0.0,4.0,9.0,10.0,37.0,0.0,0,0.0
1072,0.0,0.0,9.0,0.0,0.0,3.0,6.0,9.0,18.0,37.0,0.0,0,0.0
1073,0.0,0.0,2.0,1.0,0.0,3.0,6.0,9.0,18.0,12.0,4.0,160,2.0
1074,0.0,0.0,5.0,0.0,1.0,0.0,4.0,3.0,5.0,12.0,6.0,1026,6.0
1075,1.0,0.0,5.0,0.0,1.0,0.0,4.0,2.0,10.0,12.0,4.0,776,4.0
1076,0.0,0.0,5.0,0.0,1.0,0.0,4.0,2.0,0.0,12.0,2.0,121,2.0
1077,1.0,0.0,5.0,0.0,1.0,0.0,4.0,9.0,16.0,12.0,2.0,330,2.0
1078,0.0,0.0,10.0,0.0,0.0,0.0,4.0,9.0,18.0,12.0,6.0,462,6.0
1079,1.0,0.0,12.0,0.0,1.0,0.0,5.0,9.0,12.0,12.0,4.0,634,4.0
1080,0.0,0.0,1.0,0.0,1.0,0.0,5.0,3.0,1.0,12.0,2.0,153,2.0
1081,0.0,0.0,5.0,0.0,0.0,0.0,4.0,9.0,12.0,12.0,3.0,129,3.0
1082,0.0,0.0,1.0,0.0,0.0,0.0,4.0,9.0,18.0,12.0,1.0,126,1.0
1083,0.0,0.0,5.0,0.0,1.0,0.0,4.0,9.0,13.0,16.0,2.0,1502,2.0
1084,0.0,0.0,1.0,0.0,0.0,3.0,6.0,9.0,18.0,12.0,1.0,225,1.0
1085,0.0,0.0,1.0,0.0,0.0,0.0,4.0,9.0,9.0,12.0,2.0,1366,2.0
1086,0.0,0.0,12.0,0.0,1.0,0.0,4.0,9.0,1.0,12.0,3.0,866,3.0
1087,0.0,0.0,9.0,0.0,0.0,3.0,6.0,9.0,18.0,37.0,0.0,0,0.0
1088,0.0,0.0,5.0,0.0,1.0,0.0,4.0,9.0,12.0,12.0,4.0,1371,4.0
1089,1.0,0.0,12.0,0.0,0.0,0.0,4.0,9.0,18.0,12.0,4.0,1521,4.0
1090,1.0,0.0,10.0,0.0,1.0,0.0,4.0,2.0,1.0,12.0,4.0,1653,2.0
1091,0.0,0.0,9.0,0.0,0.0,3.0,6.0,9.0,18.0,37.0,0.0,0,0.0
1092,1.0,0.0,9.0,0.0,0.0,0.0,5.0,9.0,12.0,37.0,0.0,0,0.0
1093,0.0,0.0,5.0,0.0,1.0,0.0,4.0,3.0,9.0,12.0,5.0,1362,5.0
1094,0.0,0.0,9.0,0.0,0.0,3.0,6.0,9.0,18.0,37.0,0.0,0,0.0
1095,0.0,0.0,13.0,0.0,1.0,0.0,4.0,4.0,9.0,12.0,2.0,539,2.0
1096,0.0,0.0,5.0,0.0,1.0,3.0,6.0,3.0,10.0,12.0,3.0,359,3.0
1097,0.0,0.0,3.0,0.0,1.0,0.0,4.0,3.0,12.0,12.0,4.0,75,4.0
1098,1.0,0.0,1.0,0.0,0.0,0.0,4.0,9.0,10.0,12.0,2.0,848,2.0
1099,1.0,0.0,17.0,0.0,2.0,0.0,5.0,9.0,0.0,37.0,0.0,158,0.0
1100,0.0,0.0,9.0,0.0,0.0,3.0,6.0,9.0,18.0,37.0,0.0,0,0.0
1101,0.0,0.0,5.0,0.0,1.0,0.0,4.0,9.0,7.0,12.0,4.0,35,2.0
1102,1.0,0.0,5.0,0.0,1.0,0.0,4.0,9.0,11.0,12.0,2.0,1744,2.0
1103,1.0,0.0,12.0,0.0,1.0,0.0,4.0,7.0,18.0,12.0,5.0,1417,5.0
1104,0.0,0.0,1.0,0.0,1.0,0.0,4.0,3.0,8.0,12.0,2.0,277,2.0
1105,0.0,0.0,12.0,0.0,1.0,3.0,6.0,9.0,14.0,12.0,7.0,148,3.5
1106,1.0,0.0,5.0,0.0,1.0,0.0,4.0,7.0,2.0,12.0,2.0,588,2.0
1107,0.0,0.0,1.0,0.0,0.0,3.0,6.0,9.0,18.0,12.0,1.0,803,1.0
1108,0.0,0.0,3.0,0.0,0.0,3.0,6.0,9.0,18.0,37.0,0.0,0,0.0
1109,0.0,0.0,1.0,0.0,0.0,3.0,6.0,9.0,18.0,12.0,1.0,20,1.0
1110,1.0,0.0,12.0,0.0,2.0,0.0,4.0,9.0,18.0,37.0,0.0,0,0.0
1111,0.0,0.0,13.0,0.0,1.0,0.0,4.0,9.0,7.0,12.0,6.0,562,6.0
1112,0.0,0.0,5.0,0.0,1.0,0.0,4.0,9.0,12.0,23.0,2.0,1995,2.0
1113,0.0,0.0,5.0,0.0,0.0,0.0,4.0,9.0,10.0,12.0,2.0,343,2.0
1114,0.0,0.0,5.0,0.0,1.0,3.0,6.0,7.0,13.0,12.0,6.0,240,6.0
1115,0.0,0.0,2.0,1.0,0.0,0.0,4.0,9.0,16.0,12.0,20.0,808,2.86
1116,1.0,0.0,13.0,0.0,1.0,0.0,4.0,8.0,8.0,12.0,6.0,1712,6.0
1117,0.0,0.0,13.0,0.0,1.0,0.0,4.0,3.0,7.0,12.0,3.0,174,3.0
1118,0.0,0.0,5.0,0.0,1.0,3.0,6.0,3.0,4.0,12.0,5.0,343,2.5
1119,0.0,0.0,9.0,0.0,0.0,3.0,6.0,9.0,18.0,37.0,0.0,0,0.0
1120,0.0,0.0,9.0,0.0,0.0,3.0,6.0,9.0,18.0,37.0,0.0,0,0.0
1121,0.0,0.0,9.0,0.0,0.0,3.0,6.0,9.0,18.0,35.0,4.0,1412,4.0
1122,0.0,0.0,10.0,0.0,1.0,0.0,4.0,6.0,0.0,12.0,3.0,68,3.0
1123,0.0,0.0,12.0,0.0,3.0,3.0,6.0,9.0,18.0,37.0,0.0,93,0.0
1124,0.0,0.0,12.0,0.0,3.0,3.0,6.0,9.0,18.0,37.0,0.0,270,0.0
1125,0.0,0.0,5.0,0.0,3.0,3.0,6.0,9.0,18.0,37.0,0.0,0,0.0
1126,0.0,0.0,12.0,0.0,3.0,3.0,6.0,9.0,18.0,37.0,0.0,214,0.0
1127,0.0,0.0,12.0,0.0,3.0,3.0,6.0,9.0,18.0,37.0,0.0,342,0.0
1128,0.0,0.0,5.0,0.0,3.0,3.0,6.0,9.0,18.0,37.0,0.0,0,0.0
1129,1.0,0.0,12.0,0.0,3.0,0.0,4.0,9.0,18.0,37.0,0.0,0,0.0
1130,0.0,0.0,12.0,0.0,3.0,3.0,6.0,9.0,18.0,37.0,0.0,1454,0.0
1131,0.0,0.0,12.0,0.0,3.0,3.0,6.0,9.0,18.0,37.0,0.0,256,0.0
1132,1.0,0.0,12.0,0.0,3.0,0.0,4.0,9.0,18.0,37.0,0.0,0,0.0
1133,0.0,0.0,5.0,0.0,3.0,0.0,4.0,9.0,18.0,37.0,0.0,0,0.0
1134,0.0,0.0,5.0,0.0,3.0,3.0,6.0,9.0,18.0,37.0,0.0,0,0.0
1135,0.0,0.0,5.0,0.0,3.0,0.0,4.0,9.0,18.0,37.0,0.0,0,0.0
1136,0.0,0.0,17.0,0.0,3.0,0.0,4.0,9.0,18.0,37.0,0.0,238,0.0
1137,0.0,0.0,17.0,0.0,3.0,0.0,4.0,9.0,18.0,37.0,0.0,300,0.0
1138,0.0,0.0,5.0,0.0,3.0,0.0,4.0,9.0,18.0,37.0,0.0,0,0.0
1139,1.0,0.0,2.0,0.0,3.0,0.0,4.0,9.0,18.0,37.0,0.0,1542,0.0
1140,0.0,0.0,5.0,0.0,3.0,0.0,4.0,9.0,18.0,37.0,0.0,0,0.0
1141,1.0,0.0,5.0,0.0,3.0,0.0,5.0,9.0,7.0,37.0,0.0,0,0.0
1142,0.0,0.0,12.0,0.0,3.0,0.0,4.0,9.0,18.0,37.0,0.0,0,0.0
1143,0.0,0.0,2.0,1.0,3.0,0.0,4.0,9.0,18.0,37.0,0.0,574,0.0
1144,0.0,0.0,5.0,0.0,3.0,0.0,4.0,9.0,16.0,37.0,0.0,0,0.0
1145,0.0,0.0,17.0,0.0,3.0,0.0,4.0,9.0,18.0,37.0,0.0,1724,0.0
1146,1.0,0.0,5.0,0.0,1.0,3.0,6.0,9.0,17.0,12.0,3.0,1118,3.0
1147,0.0,0.0,9.0,0.0,0.0,3.0,6.0,9.0,18.0,37.0,0.0,0,0.0
1148,1.0,0.0,1.0,0.0,1.0,0.0,4.0,9.0,8.0,12.0,1.0,166,1.0
1149,0.0,0.0,5.0,0.0,1.0,3.0,6.0,9.0,1.0,12.0,2.0,253,2.0
1150,1.0,0.0,12.0,0.0,0.0,0.0,4.0,9.0,18.0,12.0,2.0,1014,1.0
1151,1.0,0.0,5.0,0.0,0.0,0.0,4.0,9.0,18.0,12.0,2.0,43,1.0
1152,0.0,0.0,5.0,0.0,1.0,0.0,4.0,2.0,7.0,12.0,5.0,1176,5.0
1153,0.0,0.0,5.0,0.0,0.0,3.0,6.0,9.0,18.0,37.0,0.0,0,0.0
1154,0.0,0.0,7.0,0.0,1.0,3.0,6.0,4.0,10.0,12.0,7.0,247,3.5
1155,0.0,0.0,12.0,0.0,1.0,3.0,6.0,3.0,4.0,12.0,4.0,48,2.0
1156,0.0,0.0,14.0,1.0,0.0,0.0,4.0,9.0,18.0,37.0,0.0,0,0.0
1157,1.0,0.0,5.0,0.0,0.0,0.0,5.0,9.0,18.0,37.0,7.0,1001,7.0
1158,1.0,0.0,12.0,0.0,0.0,0.0,4.0,9.0,18.0,12.0,2.0,682,2.0
1159,0.0,0.0,9.0,0.0,0.0,3.0,6.0,9.0,18.0,12.0,4.0,161,1.0
1160,0.0,0.0,5.0,0.0,1.0,0.0,4.0,3.0,10.0,12.0,43.0,57,3.91
1161,0.0,0.0,3.0,0.0,1.0,0.0,4.0,3.0,7.0,33.0,10.0,124,5.0
1162,1.0,0.0,5.0,0.0,0.0,0.0,4.0,9.0,18.0,37.0,0.0,0,0.0
1163,0.0,0.0,14.0,1.0,0.0,3.0,6.0,9.0,18.0,12.0,3.0,1198,1.5
1164,1.0,0.0,10.0,0.0,1.0,0.0,4.0,3.0,4.0,12.0,7.0,1387,1.4
1165,1.0,0.0,12.0,0.0,0.0,0.0,4.0,9.0,18.0,12.0,3.0,1804,3.0
1166,1.0,0.0,5.0,0.0,0.0,0.0,4.0,9.0,18.0,37.0,0.0,0,0.0
1167,1.0,0.0,12.0,0.0,0.0,0.0,4.0,9.0,18.0,37.0,0.0,0,0.0
1168,0.0,0.0,12.0,1.0,1.0,3.0,6.0,9.0,17.0,12.0,2.0,153,2.0
1169,0.0,0.0,9.0,0.0,0.0,3.0,6.0,9.0,18.0,12.0,2.0,384,2.0
1170,1.0,0.0,10.0,0.0,1.0,0.0,4.0,9.0,10.0,12.0,4.0,1267,4.0
1171,1.0,0.0,0.0,0.0,1.0,0.0,4.0,9.0,16.0,25.0,5.0,1546,5.0
1172,0.0,0.0,1.0,0.0,0.0,3.0,6.0,9.0,18.0,12.0,2.0,491,2.0
1173,1.0,0.0,5.0,0.0,0.0,0.0,4.0,9.0,18.0,12.0,5.0,79,2.5
1174,1.0,0.0,5.0,0.0,0.0,0.0,4.0,9.0,18.0,37.0,0.0,0,0.0
1175,0.0,0.0,12.0,0.0,0.0,0.0,4.0,9.0,18.0,12.0,4.0,287,4.0
1176,0.0,0.0,9.0,0.0,0.0,3.0,6.0,9.0,18.0,37.0,0.0,0,0.0
